 ERC20 min val rec,Time Diff between first and last (Mins), ERC20 avg val sent, ERC20 total Ether sent contract, ERC20 avg val rec, ERC20 total Ether received, ERC20 max val rec, ERC20 min val sent,Avg min between received tnx, ERC20 uniq rec token name,Unique Received From Addresses, Total ERC20 tnxs,total ether received,total transactions (including tnx to create contract, ERC20 uniq rec addr, ERC20 total ether sent, ERC20 uniq rec contract addr, ERC20 max val sent,avg val received,Received Tnx,FLAG
0.0,256760.1,0.0,0.0,0.0,0.0,0.0,0.0,25609.02,0.0,3.0,0.0,940.3606484,18.0,0.0,0.0,0.0,0.0,94.036065,10.0,0.0
0.0,827091.28,0.0,0.0,0.0,0.0,0.0,0.0,28279.08,0.0,3.0,0.0,1.46680967,59.0,0.0,0.0,0.0,0.0,0.05058,29.0,0.0
0.0,69.72,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,2.0,0.0,101.0,5.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,813883.27,752.728702,0.0,823.274449,36224.07577,8888.0,4.71087,6629.43,14.0,36.0,80.0,558.5513802,211.0,18.0,27098.23328,14.0,3685.050334,6.137927,91.0,0.0
0.0,332140.85,77.906438,0.0,58.388226,1109.376303,366.35695,1.0,3248.02,14.0,5.0,22.0,7.335177878,101.0,12.0,233.7193142,14.0,129.9128,0.088376,83.0,0.0
0.10586,226784.83,0.0,0.0,0.354428,0.708856687,0.602996,0.0,5154.2,2.0,3.0,2.0,39.13206873,45.0,2.0,0.0,2.0,0.0,0.889365,44.0,0.0
0.0,71.27,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,2.0,0.0,101.0,5.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,201365.5,0.0,0.0,0.0,0.0,0.0,0.0,100652.52,0.0,2.0,0.0,4.32043527,4.0,0.0,0.0,0.0,0.0,2.160218,2.0,0.0
0.359785,198909.9,0.0,0.0,0.99919,1.998379844,1.638595,0.0,9945.5,2.0,8.0,2.0,73.76886204,21.0,2.0,0.0,2.0,0.0,3.688443,20.0,0.0
0.0,546292.18,3.5,0.0,0.0,0.0,0.0,0.913043,0.0,0.0,1.0,2.0,7.71850503,14.0,0.0,7.0,0.0,6.086957,7.718505,1.0,0.0
0.0,1905.92,0.0,0.0,0.0,0.0,0.0,0.0,633.02,0.0,2.0,0.0,0.97,6.0,0.0,0.0,0.0,0.0,0.323333,3.0,0.0
0.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
0.0,314.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,3.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.00992,564395.93,0.00992,0.0,0.00992,0.009920462,0.00992,0.00992,3216.21,1.0,1.0,2.0,16.55701217,144.0,1.0,0.009920462,1.0,0.00992,0.209582,79.0,0.0
0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.5,2.0,0.0,0.0,0.0,0.0,4.5,1.0,0.0
0.0,552554.17,3975.000005,0.0,1922.841253,26919.77754,22000.0,0.0,11064.5,11.0,6.0,22.0,604.254,532.0,9.0,31800.00004,14.0,22000.0,27.466091,22.0,0.0
0.397976,192603.17,0.0,0.0,0.397976,0.397975748,0.397976,0.0,1926.03,1.0,3.0,1.0,29.30656763,101.0,1.0,0.0,1.0,0.0,0.293066,100.0,0.0
0.0,331.53,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,3.0,0.0,101.0,5.0,0.0,0.0,0.0,0.0,33.666667,3.0,0.0
0.0,707906.55,279.03875,0.0,417.748041,6683.96866,3223.0,0.0,1610.22,10.0,7.0,24.0,38.18158062,283.0,12.0,2232.31,10.0,1300.0,0.163169,234.0,0.0
0.0,317.83,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.02516,80852.55,0.0,0.0,0.02516,0.025160103,0.02516,0.0,443.91,1.0,2.0,1.0,0.6875787,53.0,1.0,0.0,1.0,0.0,0.137516,5.0,0.0
0.0,146517.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.60699977,7.0,0.0,0.0,0.0,0.0,0.607,1.0,0.0
0.0,1627898.42,91733.45348,0.0,4680.850527,173191.4695,105000.0,26.62,6962.46,35.0,19.0,46.0,5797.144957,209.0,29.0,825601.0814,35.0,800000.0,38.907013,149.0,0.0
0.0,321.53,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,541976.25,15036.28682,0.0,7996.512387,327857.0079,96852.4769,0.0,6435.77,33.0,13.0,61.0,48.381798,74.0,30.0,300725.7363,33.0,96852.4769,2.687878,18.0,0.0
0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.89030858,2.0,0.0,0.0,0.0,0.0,0.890309,1.0,0.0
0.0,73.42,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,2.0,0.0,101.0,5.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,51.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,3.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,309.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,3.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,328.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,323.08,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,1503604.9,100.0,0.0,0.0,0.0,0.0,100.0,3497.89,0.0,5.0,1.0,302.3649021,785.0,0.0,100.0,0.0,100.0,0.704813,429.0,0.0
0.0,9.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.86948919,2.0,0.0,0.0,0.0,0.0,0.869489,1.0,0.0
0.0,54.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,321.82,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,2.0,0.0,101.0,5.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,322.12,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.015218,324934.63,0.0,0.0,26.746326,53.4926515,53.477434,0.0,3236.19,2.0,2.0,2.0,19.6309982,124.0,2.0,0.0,2.0,0.0,0.19631,100.0,0.0
2.160245,888549.67,0.0,0.0,397.635532,1590.54213,985.345974,0.0,9324.78,4.0,2.0,4.0,28.6785,5.0,4.0,0.0,4.0,0.0,9.5595,3.0,0.0
0.0,694915.02,0.0,0.0,0.0,0.0,0.0,0.0,3229.4,0.0,4.0,0.0,17.6641815,428.0,0.0,0.0,0.0,0.0,0.082543,214.0,0.0
0.323129,241722.22,0.0,0.0,0.323129,0.32312867,0.323129,0.0,8857.97,1.0,4.0,1.0,23.28311529,31.0,1.0,0.0,1.0,0.0,1.552208,15.0,0.0
0.0,323.78,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,78297.17,0.0,0.0,0.0,0.0,0.0,0.0,7825.62,0.0,3.0,0.0,41.474,20.0,0.0,0.0,0.0,0.0,4.1474,10.0,0.0
0.0,119956.72,1e-06,0.0,1e-06,1.02e-06,1e-06,0.0,14158.72,1.0,1.0,4.0,0.05,5.0,1.0,1.02e-06,1.0,1e-06,0.025,2.0,0.0
0.0,315510.1,0.0,0.0,0.0,0.0,0.0,0.0,12122.66,0.0,2.0,0.0,6.98627938,51.0,0.0,0.0,0.0,0.0,0.268703,26.0,0.0
0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04744152,2.0,0.0,0.0,0.0,0.0,0.047442,1.0,0.0
0.0,540601.6,0.0,0.0,0.0,1e-18,0.0,0.0,20015.0,1.0,10.0,1.0,30.83381711,51.0,1.0,0.0,1.0,0.0,1.141993,27.0,0.0
0.0,29336.65,0.0,0.0,0.0,0.0,0.0,0.0,6.02,0.0,1.0,0.0,1.999118,3.0,0.0,0.0,0.0,0.0,0.999559,2.0,0.0
0.0,306.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,3.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.01,284049.12,0.0,0.0,1.555593,4.666780307,2.32839,0.0,1057.52,2.0,2.0,3.0,51.91924736,531.0,2.0,0.0,2.0,0.0,0.195185,266.0,0.0
0.0,63.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
1.333651,226780.17,0.0,0.0,1.333651,1.333651072,1.333651,0.0,2099.82,1.0,3.0,1.0,103.9171277,109.0,1.0,0.0,1.0,0.0,0.962196,108.0,0.0
0.0,51.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
666.0,80281.52,0.0,0.0,666.0,666.0,666.0,0.0,544.96,1.0,3.0,1.0,612.320885,272.0,1.0,0.0,1.0,0.0,4.193979,146.0,0.0
0.0,954065.35,0.0,0.0,68.441673,479.0917099,335.29965,0.0,9240.26,7.0,51.0,7.0,23.07045302,82.0,6.0,0.0,7.0,0.0,0.334354,69.0,0.0
0.1,22667.8,0.0,0.0,0.1,0.1,0.1,0.0,0.0,1.0,0.0,1.0,0.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,88332.33,0.0,0.0,0.0,0.0,0.0,0.0,44166.17,0.0,2.0,0.0,144.9408633,3.0,0.0,0.0,0.0,0.0,72.470432,2.0,0.0
0.0,463984.88,0.0,0.0,0.0,0.0,0.0,0.0,28988.76,0.0,2.0,0.0,21.25659289,32.0,0.0,0.0,0.0,0.0,1.328537,16.0,0.0
0.0,909139.78,0.0,0.0,122.435614,367.3068423,365.0,0.0,8709.45,3.0,1.0,3.0,70.64395559,176.0,2.0,0.0,3.0,0.0,0.679269,104.0,0.0
1e-06,222609.43,2.0,0.0,9.995001,19.99000126,19.99,0.0,387.45,2.0,5.0,6.0,99.49599541,20.0,2.0,8.000001258,2.0,5.0,14.213714,7.0,0.0
0.0,871549.78,0.0,0.0,73.937816,369.6890783,365.0,0.0,4568.91,5.0,2.0,5.0,13.60568271,283.0,4.0,0.0,5.0,0.0,0.085036,160.0,0.0
2.118259,450980.83,127975.7776,0.0,45737.49175,640324.8844,575836.8698,575.83687,24565.38,11.0,6.0,19.0,40.33117517,41.0,5.0,639878.8881,11.0,617965.4585,4.481242,9.0,0.0
0.0,511085.87,547.361184,0.0,1111.878906,66712.73436,20180.614,0.0,4017.98,33.0,12.0,102.0,350.2835067,119.0,30.0,22989.16972,33.0,4000.0,12.078742,29.0,0.0
100.0,1198107.57,0.0,0.0,100.0,100.0,100.0,0.0,3668.56,1.0,8.0,1.0,505.6888439,581.0,1.0,0.0,1.0,0.0,1.551193,326.0,0.0
0.0,334048.45,0.0,0.0,0.0,0.0,0.0,0.0,16693.78,0.0,9.0,0.0,74.071366,39.0,0.0,0.0,0.0,0.0,3.703568,20.0,0.0
0.0,9.77,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.0,2.0,0.0,7.1,6.0,0.0,0.0,0.0,0.0,2.366667,3.0,0.0
0.0,748699.25,0.0,0.0,182.5,365.0,365.0,0.0,513.42,2.0,13.0,2.0,1517.868711,2800.0,1.0,0.0,2.0,0.0,1.071941,1416.0,0.0
0.271931,381759.6,0.0,0.0,0.271931,0.271931358,0.271931,0.0,30445.3,1.0,3.0,1.0,5.38736854,18.0,1.0,0.0,1.0,0.0,0.769624,7.0,0.0
0.0,45802.85,0.0,0.0,0.0,0.0,0.0,0.0,4152.03,0.0,10.0,0.0,693.1313053,22.0,0.0,0.0,0.0,0.0,63.011937,11.0,0.0
0.0,137599.07,0.0,0.0,0.0,0.0,0.0,0.0,4739.96,0.0,3.0,0.0,2.76108864,43.0,0.0,0.0,0.0,0.0,0.09521,29.0,0.0
0.0,291427.1,0.0,0.0,0.964752,2.894256389,2.519312,0.0,2723.62,3.0,3.0,3.0,23.2551381,108.0,3.0,0.0,3.0,0.0,0.217338,107.0,0.0
0.422382,200098.98,0.0,0.0,1.211191,2.422381996,2.0,0.0,12506.19,2.0,6.0,2.0,85.5273,17.0,2.0,0.0,2.0,0.0,5.345456,16.0,0.0
0.226051,226782.18,0.0,0.0,0.54385,1.087699524,0.861648,0.0,5154.14,2.0,4.0,2.0,21.68774716,45.0,2.0,0.0,2.0,0.0,0.492903,44.0,0.0
0.0,326.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,3.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,883.77,0.0,0.0,0.0,0.0,0.0,0.0,427.61,0.0,2.0,0.0,0.13,4.0,0.0,0.0,0.0,0.0,0.065,2.0,0.0
0.0,315.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,3.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,323.5,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
77.142815,80135.78,190.334698,0.0,95.167349,190.3346977,113.191883,190.334698,14561.8,1.0,2.0,3.0,23.0115,9.0,1.0,190.3346977,1.0,190.334698,4.6023,5.0,0.0
0.152545,127548.63,0.0,0.0,0.152545,0.152545426,0.152545,0.0,0.0,1.0,1.0,1.0,2.02512842,2.0,1.0,0.0,1.0,0.0,2.025128,1.0,0.0
0.0,248396.37,0.0,0.0,101.055542,202.1110843,202.111084,0.0,13535.58,2.0,2.0,2.0,15.88797064,29.0,2.0,0.0,2.0,0.0,1.059198,15.0,0.0
0.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2001.0,5.0,0.0,0.0,0.0,0.0,1000.5,2.0,0.0
0.0,691346.23,0.0,0.0,328.151885,3609.670733,1500.0,0.0,7753.6,11.0,16.0,11.0,479.993008,70.0,8.0,0.0,11.0,0.0,13.333139,36.0,0.0
1.0,226763.77,0.0,0.0,154.808955,619.2358217,600.0,0.0,8721.68,4.0,3.0,4.0,484.7770128,27.0,4.0,0.0,4.0,0.0,18.64527,26.0,0.0
0.0,14.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.999496,2.0,0.0,0.0,0.0,0.0,1.999496,1.0,0.0
0.0,78283.67,0.0,0.0,0.0,0.0,0.0,0.0,21939.9,0.0,1.0,0.0,22.43106991,6.0,0.0,0.0,0.0,0.0,11.215535,2.0,0.0
0.0,33877.23,0.0,0.0,0.0,0.0,0.0,0.0,11158.03,0.0,2.0,0.0,0.8839941,6.0,0.0,0.0,0.0,0.0,0.294665,3.0,0.0
0.0,16590.25,0.0,0.0,0.0,0.0,0.0,0.0,8295.12,0.0,2.0,0.0,8.025,3.0,0.0,0.0,0.0,0.0,4.0125,2.0,0.0
0.0,481360.63,0.0,0.0,0.0,0.0,0.0,0.0,15296.34,0.0,2.0,0.0,42.26149953,60.0,0.0,0.0,0.0,0.0,1.363274,31.0,0.0
0.0,1299432.23,0.0,0.0,59.558483,536.0263427,365.0,0.0,998.74,9.0,2.0,9.0,370.9574378,1671.0,7.0,0.0,9.0,0.0,0.287119,1292.0,0.0
0.0,1054686.55,4100.861584,0.0,5820376.336,3113901340.0,1553054158.0,0.0,803.45,61.0,25.0,2280.0,9128.326161,3627.0,251.0,7156003.463,63.0,2800000.0,53.382024,171.0,0.0
0.0,309.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.997275,2.0,0.0,0.0,0.0,0.0,4.997275,1.0,0.0
600.0,49822.92,0.0,0.0,600.0,600.0,600.0,0.0,1747.2,1.0,1.0,1.0,71.45278453,16.0,1.0,0.0,1.0,0.0,5.10377,14.0,0.0
0.0,871107.25,36958.53148,0.0,23617.93546,2007524.514,439036.8,0.0,8285.98,40.0,12.0,129.0,182.3424397,170.0,43.0,1626175.385,41.0,439036.8,4.928174,37.0,0.0
0.0,1007381.3,1182.272564,0.0,5828.014827,728501.8534,255000.0,0.0,11089.02,66.0,5.0,178.0,87.38355,81.0,58.0,62660.44587,67.0,40000.0,12.483364,7.0,0.0
0.0,760443.15,0.0,0.0,0.0,0.0,0.0,0.0,151667.17,0.0,5.0,0.0,4.76637695,14.0,0.0,0.0,0.0,0.0,0.953275,5.0,0.0
0.0,259001.92,0.0,0.0,0.0,0.0,0.0,0.0,30810.71,0.0,5.0,0.0,225.8360773,11.0,0.0,0.0,0.0,0.0,45.167215,5.0,0.0
0.213996,226757.65,0.0,0.0,0.490411,0.980821463,0.766825,0.0,25195.29,2.0,6.0,2.0,23.6765124,10.0,2.0,0.0,2.0,0.0,2.630724,9.0,0.0
0.0,393503.18,392.392034,0.0,41.854842,795.2419949,392.392034,392.392034,66911.64,8.0,4.0,20.0,4.2,305.0,6.0,392.3920336,8.0,392.392034,0.84,5.0,0.0
3.272174,105118.9,0.0,0.0,3.272174,3.272174369,3.272174,0.0,4043.03,1.0,4.0,1.0,2823.302301,27.0,1.0,0.0,1.0,0.0,108.58855,26.0,0.0
0.0,332330.22,0.0,0.0,141.871175,1134.969401,768.359153,0.0,7394.37,8.0,1.0,8.0,39.5165897,65.0,6.0,0.0,8.0,0.0,0.940871,42.0,0.0
0.0,12834.0,0.0,0.0,0.0,0.0,0.0,0.0,3205.97,0.0,4.0,0.0,7.7420931,8.0,0.0,0.0,0.0,0.0,1.935523,4.0,0.0
0.0,243074.38,0.0,0.0,0.0,0.0,0.0,0.0,24303.06,0.0,2.0,0.0,35.674,20.0,0.0,0.0,0.0,0.0,3.5674,10.0,0.0
1.031662,193599.05,0.0,0.0,1.503392,3.006784171,1.975122,0.0,1489.22,2.0,3.0,2.0,100.4035188,131.0,2.0,0.0,2.0,0.0,0.772335,130.0,0.0
0.0,850453.92,2.246379,0.0,25.175276,151.0516561,123.593978,2.246379,92467.96,6.0,6.0,7.0,1.95158313,7.0,6.0,2.24637903,6.0,2.246379,0.325264,6.0,0.0
0.0,307865.4,150000.0,0.0,23089155.56,600318044.5,487804878.1,0.0,63912.32,24.0,2.0,48.0,0.305,25.0,21.0,3300000.0,24.0,500000.0,0.1525,2.0,0.0
0.0,70.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,5.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,27416.8,0.0,0.0,0.0,0.0,0.0,0.0,5482.21,0.0,4.0,0.0,25.652525,7.0,0.0,0.0,0.0,0.0,5.130505,5.0,0.0
0.813943,200099.63,0.0,0.0,2.292394,6.877180741,5.0,0.0,2858.57,3.0,5.0,3.0,55.91885922,71.0,3.0,0.0,3.0,0.0,0.798841,70.0,0.0
0.0,139137.23,0.0,0.0,0.0,0.0,0.0,0.0,46347.64,0.0,2.0,0.0,0.999,6.0,0.0,0.0,0.0,0.0,0.333,3.0,0.0
0.0,1081558.4,0.0,0.0,122.37119,367.1135693,365.0,0.0,11518.59,3.0,3.0,3.0,75.02265148,142.0,2.0,0.0,3.0,0.0,0.815464,92.0,0.0
0.0,321.88,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,2.0,0.0,101.0,5.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,314.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,3.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.424003,319295.62,0.0,0.0,1.345051,2.69010184,2.266098,0.0,2956.44,2.0,4.0,2.0,98.0701957,109.0,2.0,0.0,2.0,0.0,0.908057,108.0,0.0
0.0,406.42,0.0,0.0,0.0,0.0,0.0,0.0,130.68,0.0,3.0,0.0,0.3,6.0,0.0,0.0,0.0,0.0,0.1,3.0,0.0
0.0,323.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,3.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.527566,319291.53,0.0,0.0,0.687436,1.374871023,0.847306,0.0,6793.44,2.0,3.0,2.0,41.63143931,48.0,2.0,0.0,2.0,0.0,0.885775,47.0,0.0
0.0,325.83,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,327.37,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,132455.72,0.0,0.0,0.0,0.0,0.0,0.0,14626.51,0.0,3.0,0.0,197.0580545,16.0,0.0,0.0,0.0,0.0,21.895339,9.0,0.0
0.0,54651.8,0.0,0.0,0.0,0.0,0.0,0.0,9105.66,0.0,3.0,0.0,15.5240216,12.0,0.0,0.0,0.0,0.0,2.587337,6.0,0.0
0.0,146465.48,1001.762455,0.0,1001.765722,27047.6745,11250.0,0.0,1784.93,12.0,4.0,54.0,59.67856494,76.0,6.0,27047.58629,12.0,11400.97629,4.973214,12.0,0.0
0.317741,200114.78,0.0,0.0,2.023892,6.071674658,5.0,0.0,2668.2,3.0,4.0,3.0,54.2545975,76.0,3.0,0.0,3.0,0.0,0.723395,75.0,0.0
0.0,60.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.009559,2.0,0.0,0.0,0.0,0.0,20.009559,1.0,0.0
0.0,325.23,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,487978.73,0.0,0.0,0.0,1e-18,0.0,0.0,12543.53,1.0,5.0,1.0,7.210430655,70.0,1.0,0.0,1.0,0.0,0.206012,35.0,0.0
0.0,45.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,323.22,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,326.3,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,166619.4,0.0,0.0,0.0,0.0,0.0,0.0,15147.22,0.0,5.0,0.0,78.59353709,12.0,0.0,0.0,0.0,0.0,7.144867,11.0,0.0
4.436239,315727.97,0.0,0.0,302.21812,604.4362392,600.0,0.0,307.42,2.0,2.0,2.0,10901.22,1245.0,2.0,0.0,2.0,0.0,187.952069,58.0,0.0
0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.13386211,2.0,0.0,0.0,0.0,0.0,1.133862,1.0,0.0
0.0,13.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.99895,2.0,0.0,0.0,0.0,0.0,0.99895,1.0,0.0
0.0,510841.27,24.731555,0.0,1554.019467,69930.87602,16888.0,24.731555,7534.32,37.0,13.0,46.0,379.6347197,30.0,34.0,24.73155476,37.0,24.731555,17.256124,22.0,0.0
0.0,225889.9,0.0,0.0,0.0,0.0,0.0,0.0,5647.25,0.0,2.0,0.0,14.30546713,41.0,0.0,0.0,0.0,0.0,0.357637,40.0,0.0
0.0,233413.0,0.0,0.0,0.0,0.0,0.0,0.0,1122.93,0.0,2.0,0.0,179.0293599,366.0,0.0,0.0,0.0,0.0,0.869075,206.0,0.0
0.0,410.37,0.0,0.0,0.0,0.0,0.0,0.0,41.68,0.0,2.0,0.0,101.0,5.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,30136.37,0.0,0.0,0.0,0.0,0.0,0.0,7529.0,0.0,4.0,0.0,38.5,8.0,0.0,0.0,0.0,0.0,9.625,4.0,0.0
0.0,137372.8,0.0,0.0,0.0,0.0,0.0,0.0,2668.22,0.0,9.0,0.0,410.2212278,43.0,0.0,0.0,0.0,0.0,19.534344,21.0,0.0
0.0,484436.53,0.0,0.0,0.0,0.0,0.0,0.0,69184.25,0.0,1.0,0.0,109.363254,14.0,0.0,0.0,0.0,0.0,15.623322,7.0,0.0
0.602873,283909.95,0.0,0.0,0.725044,1.45008811,0.847215,0.0,6171.96,2.0,3.0,2.0,41.02997503,47.0,2.0,0.0,2.0,0.0,0.891956,46.0,0.0
0.0,66.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,29421.6,0.0,0.0,0.0,0.0,0.0,0.0,5844.97,0.0,4.0,0.0,253.675,10.0,0.0,0.0,0.0,0.0,50.735,5.0,0.0
0.0,98.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
0.0,750849.52,0.0,0.0,203.28138,2642.657938,1500.0,0.0,9070.69,13.0,1.0,13.0,34.51710271,69.0,7.0,0.0,13.0,0.0,0.690342,50.0,0.0
6.303322,57938.47,0.0,0.0,6.303322,6.303321986,6.303322,0.0,1400.87,1.0,3.0,1.0,1038.715791,27.0,1.0,0.0,1.0,0.0,51.93579,20.0,0.0
0.0,64.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,5.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
0.0,1010752.82,0.0,0.0,0.0,0.0,0.0,0.0,12862.78,0.0,10.0,0.0,11.75988645,143.0,0.0,0.0,0.0,0.0,0.154735,76.0,0.0
0.0,164848.47,0.0,0.0,0.0,0.0,0.0,0.0,1573.61,0.0,2.0,0.0,21.21898371,191.0,0.0,0.0,0.0,0.0,0.221031,96.0,0.0
0.0,329.18,0.0,0.0,0.0,0.0,0.0,0.0,0.82,0.0,2.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
666.0,42984.33,0.0,0.0,666.0,666.0,666.0,0.0,8596.87,1.0,3.0,1.0,4.982,6.0,1.0,0.0,1.0,0.0,0.9964,5.0,0.0
0.0,74.05,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,2.0,0.0,101.0,5.0,0.0,0.0,0.0,0.0,50.5,2.0,0.0
0.0,62.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101.0,4.0,0.0,0.0,0.0,0.0,101.0,1.0,0.0
